sampleID	Subtype_mRNA	Subtype_DNAmeth	Subtype_protein	Subtype_miRNA	Subtype_CNA	Subtype_Integrative	Subtype_other	Subtype_Selected
TCGA-ER-A19F-06	immune	hypo-methylated	PROT.type.3	MIR.type.2	NA	NA	NF1_Any_Mutants	SKCM.NF1_Any_Mutants
TCGA-ER-A19G-06	immune	CpG island-methylated	PROT.type.3	MIR.type.2	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-ER-A19H-06	immune	hypo-methylated	PROT.type.1	MIR.type.4	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-ER-A19J-06	keratin	CpG island-methylated	PROT.type.3	MIR.type.3	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-ER-A19K-01	keratin	hyper-methylated	PROT.type.1	MIR.type.1	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-ER-A19L-06	MITF-low	CpG island-methylated	PROT.type.1	MIR.type.1	NA	NA	Triple_WT	SKCM.Triple_WT
TCGA-ER-A19M-06	immune	hypo-methylated	PROT.type.1	MIR.type.2	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-ER-A19N-06	immune	normal-like	PROT.type.3	MIR.type.3	NA	NA	RAS_Hotspot_Mutants	SKCM.RAS_Hotspot_Mutants
TCGA-ER-A19O-06	immune	normal-like	PROT.type.1	MIR.type.1	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-ER-A19P-06	immune	normal-like	PROT.type.2	MIR.type.2	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-ER-A19Q-06	immune	hypo-methylated	PROT.type.2	MIR.type.1	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-ER-A19S-06	immune	hyper-methylated	PROT.type.2	MIR.type.2	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-ER-A19T-01	-	CpG island-methylated	-	-	NA	NA	-	SKCM.-
TCGA-ER-A19T-06	immune	CpG island-methylated	-	-	NA	NA	Triple_WT	SKCM.Triple_WT
TCGA-ER-A19W-06	immune	hyper-methylated	PROT.type.1	MIR.type.2	NA	NA	RAS_Hotspot_Mutants	SKCM.RAS_Hotspot_Mutants
TCGA-ER-A1A1-06	immune	normal-like	PROT.type.2	MIR.type.1	NA	NA	Triple_WT	SKCM.Triple_WT
TCGA-ER-A2NB-01	-	CpG island-methylated	PROT.type.1	MIR.type.1	NA	NA	RAS_Hotspot_Mutants	SKCM.RAS_Hotspot_Mutants
TCGA-ER-A2NC-06	MITF-low	hyper-methylated	PROT.type.3	MIR.type.2	NA	NA	-	SKCM.-
TCGA-ER-A2ND-06	keratin	CpG island-methylated	PROT.type.2	MIR.type.1	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-ER-A2NE-06	keratin	hyper-methylated	PROT.type.3	MIR.type.4	NA	NA	RAS_Hotspot_Mutants	SKCM.RAS_Hotspot_Mutants
TCGA-ER-A2NF-01	-	normal-like	-	-	NA	NA	-	SKCM.-
TCGA-ER-A2NF-06	immune	normal-like	PROT.type.3	MIR.type.3	NA	NA	Triple_WT	SKCM.Triple_WT
TCGA-ER-A2NG-06	immune	hyper-methylated	PROT.type.1	MIR.type.2	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-ER-A2NH-06	immune	normal-like	PROT.type.2	MIR.type.2	NA	NA	RAS_Hotspot_Mutants	SKCM.RAS_Hotspot_Mutants
TCGA-ER-A3ES-06	keratin	hyper-methylated	PROT.type.3	MIR.type.3	NA	NA	Triple_WT	SKCM.Triple_WT
TCGA-ER-A3ET-06	immune	CpG island-methylated	PROT.type.4	MIR.type.1	NA	NA	Triple_WT	SKCM.Triple_WT
TCGA-ER-A3EV-06	keratin	hyper-methylated	-	MIR.type.1	NA	NA	Triple_WT	SKCM.Triple_WT
TCGA-ER-A3PL-06	MITF-low	CpG island-methylated	PROT.type.2	MIR.type.2	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-ER-A42H-01	keratin	CpG island-methylated	-	MIR.type.3	NA	NA	Triple_WT	SKCM.Triple_WT
TCGA-ER-A42K-06	MITF-low	hypo-methylated	-	MIR.type.2	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-ER-A42L-06	immune	normal-like	-	MIR.type.4	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-FR-A2OS-01	keratin	hyper-methylated	-	MIR.type.3	NA	NA	Triple_WT	SKCM.Triple_WT
TCGA-FR-A3R1-01	immune	CpG island-methylated	PROT.type.1	MIR.type.2	NA	NA	NF1_Any_Mutants	SKCM.NF1_Any_Mutants
TCGA-FR-A3YN-06	immune	hypo-methylated	PROT.type.1	MIR.type.2	NA	NA	RAS_Hotspot_Mutants	SKCM.RAS_Hotspot_Mutants
TCGA-FR-A3YO-06	keratin	CpG island-methylated	PROT.type.1	MIR.type.1	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-FR-A44A-06	immune	normal-like	-	-	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-FS-A1YW-06	immune	CpG island-methylated	PROT.type.2	MIR.type.3	NA	NA	RAS_Hotspot_Mutants	SKCM.RAS_Hotspot_Mutants
TCGA-FS-A1YX-06	MITF-low	hyper-methylated	-	MIR.type.4	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-FS-A1YY-06	keratin	CpG island-methylated	-	MIR.type.2	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-FS-A1Z0-06	immune	normal-like	PROT.type.3	MIR.type.4	NA	NA	RAS_Hotspot_Mutants	SKCM.RAS_Hotspot_Mutants
TCGA-FS-A1Z3-06	MITF-low	hyper-methylated	PROT.type.2	MIR.type.3	NA	NA	RAS_Hotspot_Mutants	SKCM.RAS_Hotspot_Mutants
TCGA-FS-A1Z4-06	immune	normal-like	PROT.type.2	MIR.type.2	NA	NA	Triple_WT	SKCM.Triple_WT
TCGA-FS-A1Z7-06	MITF-low	hyper-methylated	-	MIR.type.4	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-FS-A1ZA-06	immune	hyper-methylated	PROT.type.3	MIR.type.2	NA	NA	NF1_Any_Mutants	SKCM.NF1_Any_Mutants
TCGA-FS-A1ZB-06	keratin	hypo-methylated	-	MIR.type.1	NA	NA	RAS_Hotspot_Mutants	SKCM.RAS_Hotspot_Mutants
TCGA-FS-A1ZC-06	MITF-low	hypo-methylated	PROT.type.3	MIR.type.1	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-FS-A1ZD-06	MITF-low	CpG island-methylated	PROT.type.3	MIR.type.4	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-FS-A1ZE-06	keratin	CpG island-methylated	-	MIR.type.4	NA	NA	RAS_Hotspot_Mutants	SKCM.RAS_Hotspot_Mutants
TCGA-FS-A1ZF-06	MITF-low	hypo-methylated	-	MIR.type.4	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-FS-A1ZG-06	keratin	CpG island-methylated	PROT.type.2	MIR.type.3	NA	NA	Triple_WT	SKCM.Triple_WT
TCGA-FS-A1ZH-06	MITF-low	hypo-methylated	PROT.type.1	MIR.type.2	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-FS-A1ZJ-06	keratin	CpG island-methylated	PROT.type.4	MIR.type.4	NA	NA	Triple_WT	SKCM.Triple_WT
TCGA-FS-A1ZK-06	keratin	hyper-methylated	PROT.type.2	MIR.type.3	NA	NA	RAS_Hotspot_Mutants	SKCM.RAS_Hotspot_Mutants
TCGA-FS-A1ZM-06	immune	hyper-methylated	PROT.type.2	MIR.type.2	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-FS-A1ZN-01	keratin	hyper-methylated	PROT.type.2	MIR.type.4	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-FS-A1ZP-06	immune	CpG island-methylated	PROT.type.1	MIR.type.4	NA	NA	RAS_Hotspot_Mutants	SKCM.RAS_Hotspot_Mutants
TCGA-FS-A1ZQ-06	keratin	hypo-methylated	PROT.type.2	MIR.type.1	NA	NA	RAS_Hotspot_Mutants	SKCM.RAS_Hotspot_Mutants
TCGA-FS-A1ZR-06	keratin	hyper-methylated	-	MIR.type.1	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-FS-A1ZS-06	MITF-low	hyper-methylated	-	MIR.type.4	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-FS-A1ZT-06	immune	normal-like	PROT.type.3	MIR.type.1	NA	NA	RAS_Hotspot_Mutants	SKCM.RAS_Hotspot_Mutants
TCGA-FS-A1ZU-06	keratin	CpG island-methylated	PROT.type.3	MIR.type.4	NA	NA	Triple_WT	SKCM.Triple_WT
TCGA-FS-A1ZW-06	immune	hypo-methylated	-	MIR.type.3	NA	NA	RAS_Hotspot_Mutants	SKCM.RAS_Hotspot_Mutants
TCGA-FS-A1ZY-06	keratin	hyper-methylated	-	MIR.type.4	NA	NA	RAS_Hotspot_Mutants	SKCM.RAS_Hotspot_Mutants
TCGA-FS-A1ZZ-06	keratin	CpG island-methylated	-	MIR.type.3	NA	NA	NF1_Any_Mutants	SKCM.NF1_Any_Mutants
TCGA-FS-A4F0-06	keratin	CpG island-methylated	-	MIR.type.3	NA	NA	Triple_WT	SKCM.Triple_WT
TCGA-FS-A4F2-06	immune	hypo-methylated	-	-	NA	NA	-	SKCM.-
TCGA-FS-A4F4-06	immune	hypo-methylated	-	MIR.type.4	NA	NA	NF1_Any_Mutants	SKCM.NF1_Any_Mutants
TCGA-FS-A4F5-06	immune	CpG island-methylated	-	MIR.type.4	NA	NA	RAS_Hotspot_Mutants	SKCM.RAS_Hotspot_Mutants
TCGA-FS-A4F8-06	immune	normal-like	-	MIR.type.4	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-FS-A4F9-06	keratin	CpG island-methylated	-	-	NA	NA	RAS_Hotspot_Mutants	SKCM.RAS_Hotspot_Mutants
TCGA-FS-A4FB-06	MITF-low	hypo-methylated	-	MIR.type.4	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-FS-A4FC-06	keratin	CpG island-methylated	-	-	NA	NA	RAS_Hotspot_Mutants	SKCM.RAS_Hotspot_Mutants
TCGA-FS-A4FD-06	keratin	normal-like	-	MIR.type.4	NA	NA	RAS_Hotspot_Mutants	SKCM.RAS_Hotspot_Mutants
TCGA-FW-A3I3-06	keratin	hyper-methylated	PROT.type.2	MIR.type.4	NA	NA	NF1_Any_Mutants	SKCM.NF1_Any_Mutants
TCGA-FW-A3R5-06	immune	CpG island-methylated	-	MIR.type.1	NA	NA	-	SKCM.-
TCGA-FW-A3TU-06	keratin	CpG island-methylated	-	MIR.type.1	NA	NA	NF1_Any_Mutants	SKCM.NF1_Any_Mutants
TCGA-FW-A3TV-06	immune	normal-like	PROT.type.2	MIR.type.2	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-FW-A5DX-01	MITF-low	hyper-methylated	-	MIR.type.3	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-GF-A2C7-01	keratin	CpG island-methylated	PROT.type.1	MIR.type.3	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-GF-A3OT-06	immune	normal-like	PROT.type.1	MIR.type.2	NA	NA	RAS_Hotspot_Mutants	SKCM.RAS_Hotspot_Mutants
TCGA-GF-A4EO-06	immune	normal-like	-	MIR.type.2	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-GN-A262-06	MITF-low	hyper-methylated	PROT.type.2	MIR.type.4	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-GN-A263-01	immune	hypo-methylated	PROT.type.1	MIR.type.1	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-GN-A264-06	keratin	CpG island-methylated	PROT.type.3	MIR.type.1	NA	NA	Triple_WT	SKCM.Triple_WT
TCGA-GN-A265-06	immune	normal-like	PROT.type.1	MIR.type.2	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-GN-A266-06	immune	normal-like	PROT.type.3	MIR.type.2	NA	NA	NF1_Any_Mutants	SKCM.NF1_Any_Mutants
TCGA-GN-A267-06	immune	CpG island-methylated	PROT.type.1	MIR.type.3	NA	NA	RAS_Hotspot_Mutants	SKCM.RAS_Hotspot_Mutants
TCGA-GN-A268-06	keratin	CpG island-methylated	PROT.type.3	MIR.type.4	NA	NA	RAS_Hotspot_Mutants	SKCM.RAS_Hotspot_Mutants
TCGA-GN-A269-01	-	normal-like	PROT.type.1	-	NA	NA	NF1_Any_Mutants	SKCM.NF1_Any_Mutants
TCGA-GN-A26A-06	MITF-low	hypo-methylated	PROT.type.2	MIR.type.2	NA	NA	Triple_WT	SKCM.Triple_WT
TCGA-GN-A26C-01	immune	normal-like	PROT.type.3	MIR.type.2	NA	NA	NF1_Any_Mutants	SKCM.NF1_Any_Mutants
TCGA-GN-A26D-06	immune	normal-like	PROT.type.3	MIR.type.2	NA	NA	Triple_WT	SKCM.Triple_WT
TCGA-HR-A5NC-01	keratin	hyper-methylated	-	MIR.type.3	NA	NA	-	SKCM.-
TCGA-IH-A3EA-01	keratin	CpG island-methylated	PROT.type.1	MIR.type.1	NA	NA	BRAF_Hotspot_Mutants	SKCM.BRAF_Hotspot_Mutants
TCGA-BJ-A0YZ-01	1	classical 2	1	4	SomeSCNA	NA	Classical/usual	THCA.1
TCGA-BJ-A0Z0-01	1	follicular	1	4	SomeSCNA	NA	Classical/usual	THCA.1
TCGA-BJ-A0Z2-01	1	CpG island methylated	1	4	22q	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-BJ-A0Z3-01	2	classical 1	3	3	Quiet	NA	Classical/usual	THCA.2
TCGA-BJ-A0Z5-01	3	classical 2	4	3	22q	NA	Classical/usual	THCA.3
TCGA-BJ-A0Z9-01	4	classical 2	4	2	Quiet	NA	Tall Cell (>= 50% tall cell features)	THCA.4
TCGA-BJ-A0ZA-01	1	follicular	1	4	Quiet	NA	Classical/usual	THCA.1
TCGA-BJ-A0ZB-01	4	classical 2	4	3	SomeSCNA	NA	Classical/usual	THCA.4
TCGA-BJ-A0ZC-01	1	follicular	1	4	SomeSCNA	NA	Classical/usual	THCA.1
TCGA-BJ-A0ZE-01	1	follicular	4	4	Quiet	NA	Classical/usual	THCA.1
TCGA-BJ-A0ZG-01	1	follicular	1	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-BJ-A0ZH-01	3	classical 2	NA	3	22q	NA	Tall Cell (>= 50% tall cell features)	THCA.3
TCGA-BJ-A0ZJ-01	2	classical 1	1	6	Quiet	NA	Classical/usual	THCA.2
TCGA-BJ-A18Y-01	1	follicular	1	4	22q	NA	Classical/usual	THCA.1
TCGA-BJ-A18Z-01	4	classical 2	3	2	Quiet	NA		THCA.4
TCGA-BJ-A190-01	1	follicular	1	4	Many SCNA	NA	Classical/usual	THCA.1
TCGA-BJ-A191-01	1	classical 2	2	1	Quiet	NA	Other  specify	THCA.1
TCGA-BJ-A192-01	1	follicular	4	4	SomeSCNA	NA	Classical/usual	THCA.1
TCGA-BJ-A28R-01	4	classical 2	4	6	Quiet	NA	Classical/usual	THCA.4
TCGA-BJ-A28S-01	1	follicular	1	5	Quiet	NA		THCA.1
TCGA-BJ-A28T-01	2	follicular	2	1	Quiet	NA	Classical/usual	THCA.2
TCGA-BJ-A28V-01	1	CpG island methylated	1	5	Quiet	NA	Classical/usual	THCA.1
TCGA-BJ-A28W-01	NA	follicular	1	6	Quiet	NA	Classical/usual	THCA.NA
TCGA-BJ-A28X-01	4	classical 1	1	2	Quiet	NA	Tall Cell (>= 50% tall cell features)	THCA.4
TCGA-BJ-A28Z-01	2	classical 1	2	1	Quiet	NA	Classical/usual	THCA.2
TCGA-BJ-A290-01	5	classical 2	4	3	SomeSCNA	NA	Tall Cell (>= 50% tall cell features)	THCA.5
TCGA-BJ-A291-01	1	follicular	1	6	Quiet	NA	Classical/usual	THCA.1
TCGA-BJ-A2N7-01	1	follicular	4	4	Quiet	NA		THCA.1
TCGA-BJ-A2N8-01	1	follicular	NA	4	Quiet	NA		THCA.1
TCGA-BJ-A2N9-01	1	follicular	1	4	Many SCNA	NA		THCA.1
TCGA-BJ-A2NA-01	4	classical 2	4	6	Quiet	NA	Classical/usual	THCA.4
TCGA-BJ-A2P4-01	1	follicular	1	4	22q	NA		THCA.1
TCGA-BJ-A3EZ-01	3	classical 2	4	2	Quiet	NA		THCA.3
TCGA-BJ-A3F0-01	1	CpG island methylated	1	4	SomeSCNA	NA		THCA.1
TCGA-BJ-A3PR-01	4	follicular	4	2	Quiet	NA	Classical/usual	THCA.4
TCGA-BJ-A3PT-01	1	follicular	NA	6	22q	NA	Classical/usual	THCA.1
TCGA-BJ-A3PU-01	4	classical 2	4	2	Quiet	NA	Classical/usual	THCA.4
TCGA-BJ-A45C-01	1	CpG island methylated	1	4	SomeSCNA	NA	Classical/usual	THCA.1
TCGA-BJ-A45D-01	1	follicular	1	4	22q	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-BJ-A45E-01	NA	follicular	NA	1	SomeSCNA	NA	Classical/usual	THCA.NA
TCGA-BJ-A45F-01	1	follicular	4	4	Quiet	NA	Classical/usual	THCA.1
TCGA-BJ-A45G-01	1	classical 2	1	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-BJ-A45H-01	2	classical 2	1	2	Quiet	NA	Classical/usual	THCA.2
TCGA-BJ-A45I-01	4	classical 2	NA	2	Quiet	NA	Tall Cell (>= 50% tall cell features)	THCA.4
TCGA-BJ-A45J-01	3	classical 2	2	2	Quiet	NA	Tall Cell (>= 50% tall cell features)	THCA.3
TCGA-BJ-A45K-01	1	CpG island methylated	1	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-BJ-A4O8-01	4	classical 1	2	2	Quiet	NA	Classical/usual	THCA.4
TCGA-BJ-A4O9-01	3	classical 2	4	3	SomeSCNA	NA	Other  specify	THCA.3
TCGA-CE-A13K-01	5	classical 2	2	4	SomeSCNA	NA	Classical/usual	THCA.5
TCGA-CE-A27D-01	2	follicular	2	6	Quiet	NA	Classical/usual	THCA.2
TCGA-CE-A3MD-01	5	classical 2	2	6	Quiet	NA	Classical/usual	THCA.5
TCGA-CE-A3ME-01	3	classical 2	4	6	Quiet	NA	Classical/usual	THCA.3
TCGA-CE-A481-01	5	classical 2	1	4	Quiet	NA	Classical/usual	THCA.5
TCGA-CE-A482-01	5	classical 2	2	4	Quiet	NA	Classical/usual	THCA.5
TCGA-CE-A483-01	3	classical 2	3	3	Quiet	NA	Classical/usual	THCA.3
TCGA-CE-A484-01	1	classical 2	1	4	22q	NA	Classical/usual	THCA.1
TCGA-CE-A485-01	2	classical 2	1	2	SomeSCNA	NA	Classical/usual	THCA.2
TCGA-DE-A0XZ-01	2	classical 1	NA	3	22q	NA	Classical/usual	THCA.2
TCGA-DE-A0Y2-01	3	classical 2	4	4	Quiet	NA	Classical/usual	THCA.3
TCGA-DE-A0Y3-01	3	classical 2	NA	3	Quiet	NA	Classical/usual	THCA.3
TCGA-DE-A2OL-01	1	CpG island methylated	1	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-DE-A3KN-01	5	classical 2	3	6	SomeSCNA	NA	Classical/usual	THCA.5
TCGA-DE-A4M8-01	NA	classical 1	NA	1	22q	NA	Classical/usual	THCA.NA
TCGA-DE-A4M9-01	1	classical 2	1	4	Quiet	NA	Classical/usual	THCA.1
TCGA-DE-A4MA-01	NA	classical 2	4	2	Quiet	NA	Classical/usual	THCA.NA
TCGA-DE-A4MB-01	NA	classical 2	4	2	SomeSCNA	NA	Classical/usual	THCA.NA
TCGA-DE-A4MC-01	4	classical 2	4	2	SomeSCNA	NA	Classical/usual	THCA.4
TCGA-DE-A4MD-01	3	classical 2	NA	3	SomeSCNA	NA	Classical/usual	THCA.3
TCGA-DJ-A13L-01	4	classical 1	NA	2	SomeSCNA	NA		THCA.4
TCGA-DJ-A13M-01	1	follicular	1	4	22q	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-DJ-A13O-01	2	follicular	3	4	Quiet	NA	Classical/usual	THCA.2
TCGA-DJ-A13P-01	5	classical 2	NA	3	SomeSCNA	NA	Classical/usual	THCA.5
TCGA-DJ-A13R-01	1	follicular	4	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-DJ-A13S-01	1	follicular	4	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-DJ-A13T-01	5	classical 2	NA	3	22q	NA	Classical/usual	THCA.5
TCGA-DJ-A13U-01	3	classical 2	NA	5	SomeSCNA	NA	Classical/usual	THCA.3
TCGA-DJ-A13V-01	5	classical 2	2	NA	Quiet	NA	Classical/usual	THCA.5
TCGA-DJ-A13W-01	1	CpG island methylated	1	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-DJ-A13X-01	5	classical 2	1	3	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.5
TCGA-DJ-A1QD-01	3	classical 2	4	2	Quiet	NA	Classical/usual	THCA.3
TCGA-DJ-A1QE-01	4	classical 2	4	2	SomeSCNA	NA	Classical/usual	THCA.4
TCGA-DJ-A1QF-01	5	classical 2	3	3	Quiet	NA	Classical/usual	THCA.5
TCGA-DJ-A1QG-01	1	follicular	4	4	22q	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-DJ-A1QH-01	4	classical 2	NA	2	Quiet	NA	Tall Cell (>= 50% tall cell features)	THCA.4
TCGA-DJ-A1QI-01	5	classical 2	2	3	Quiet	NA	Classical/usual	THCA.5
TCGA-DJ-A1QL-01	1	CpG island methylated	1	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-DJ-A1QM-01	2	follicular	1	4	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.2
TCGA-DJ-A1QN-01	5	classical 2	2	3	SomeSCNA	NA	Classical/usual	THCA.5
TCGA-DJ-A1QO-01	3	classical 2	2	2	Quiet	NA	Tall Cell (>= 50% tall cell features)	THCA.3
TCGA-DJ-A1QQ-01	3	classical 2	NA	2	Quiet	NA	Classical/usual	THCA.3
TCGA-DJ-A2PN-01	3	classical 2	3	6	Quiet	NA	Classical/usual	THCA.3
TCGA-DJ-A2PO-01	2	classical 2	1	5	Quiet	NA	Classical/usual	THCA.2
TCGA-DJ-A2PP-01	1	CpG island methylated	4	5	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-DJ-A2PQ-01	5	classical 2	3	3	Quiet	NA	Classical/usual	THCA.5
TCGA-DJ-A2PR-01	2	classical 2	3	5	Quiet	NA	Classical/usual	THCA.2
TCGA-DJ-A2PS-01	2	classical 2	2	3	Quiet	NA	Classical/usual	THCA.2
TCGA-DJ-A2PT-01	4	classical 2	NA	2	Quiet	NA	Tall Cell (>= 50% tall cell features)	THCA.4
TCGA-DJ-A2PU-01	5	classical 2	3	5	Quiet	NA	Classical/usual	THCA.5
TCGA-DJ-A2PV-01	5	classical 2	3	5	Quiet	NA	Classical/usual	THCA.5
TCGA-DJ-A2PW-01	5	classical 2	2	5	SomeSCNA	NA	Classical/usual	THCA.5
TCGA-DJ-A2PX-01	2	follicular	NA	3	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.2
TCGA-DJ-A2PY-01	4	classical 2	4	2	Quiet	NA	Tall Cell (>= 50% tall cell features)	THCA.4
TCGA-DJ-A2PZ-01	4	classical 2	1	2	Quiet	NA	Classical/usual	THCA.4
TCGA-DJ-A2Q0-01	1	follicular	4	4	Many SCNA	NA	Classical/usual	THCA.1
TCGA-DJ-A2Q1-01	2	classical 1	2	2	Quiet	NA	Classical/usual	THCA.2
TCGA-DJ-A2Q2-01	1	follicular	1	5	SomeSCNA	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-DJ-A2Q3-01	4	follicular	NA	2	Quiet	NA	Tall Cell (>= 50% tall cell features)	THCA.4
TCGA-DJ-A2Q4-01	3	classical 2	2	2	Quiet	NA	Classical/usual	THCA.3
TCGA-DJ-A2Q5-01	2	classical 1	2	3	Quiet	NA	Classical/usual	THCA.2
TCGA-DJ-A2Q6-01	4	classical 2	3	3	Quiet	NA	Classical/usual	THCA.4
TCGA-DJ-A2Q7-01	5	classical 2	3	3	22q	NA	Classical/usual	THCA.5
TCGA-DJ-A2Q8-01	NA	classical 2	4	2	Quiet	NA	Tall Cell (>= 50% tall cell features)	THCA.NA
TCGA-DJ-A2Q9-01	4	follicular	3	2	Quiet	NA	Tall Cell (>= 50% tall cell features)	THCA.4
TCGA-DJ-A2QA-01	5	classical 2	1	3	22q	NA	Follicular (>= 99% follicular patterned)	THCA.5
TCGA-DJ-A2QB-01	1	follicular	4	4	22q	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-DJ-A2QC-01	5	classical 2	3	3	Quiet	NA	Classical/usual	THCA.5
TCGA-DJ-A3UK-01	5	classical 2	3	5	22q	NA	Classical/usual	THCA.5
TCGA-DJ-A3UM-01	3	classical 2	NA	5	Quiet	NA	Classical/usual	THCA.3
TCGA-DJ-A3UN-01	5	classical 2	1	5	22q	NA	Classical/usual	THCA.5
TCGA-DJ-A3UO-01	5	classical 2	2	5	22q	NA	Classical/usual	THCA.5
TCGA-DJ-A3UP-01	1	classical 2	1	5	22q	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-DJ-A3UQ-01	4	classical 2	NA	5	Quiet	NA	Tall Cell (>= 50% tall cell features)	THCA.4
TCGA-DJ-A3UR-01	5	classical 2	NA	5	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.5
TCGA-DJ-A3US-01	2	follicular	1	5	Quiet	NA	Classical/usual	THCA.2
TCGA-DJ-A3UT-01	1	follicular	NA	5	Quiet	NA	Follicular (>= 99% follicular patterned)	THCA.1
TCGA-DJ-A3UU-01	2	classical 2	1	5	Quiet	NA	Classical/usual	THCA.2
TCGA-DJ-A3UW-01	2	classical 1	NA	2	Quiet	NA	Classical/usual	THCA.2
TCGA-DJ-A3UX-01	2	classical 2	NA	5	Quiet	NA	Classical/usual	THCA.2
TCGA-DJ-A3UY-01	2	classical 2	1	5	Quiet	NA	Classical/usual	THCA.2
TCGA-DJ-A3UZ-01	2	follicular	1	4	Quiet	NA	Classical/usual	THCA.2
TCGA-DJ-A3V0-01	4	classical 2	4	6	Quiet	NA	Tall Cell (>= 50% tall cell features)	THCA.4
TCGA-DJ-A3V2-01	2	classical 2	3	2	Quiet	NA	Classical/usual	THCA.2
